Gene ID	Gene Name	SRR1027602	SRR1027592	SRR1027598	SRR1027591	SRR1027600	SRR1027596	SRR1027601	SRR1027599	SRR1027605	SRR1027604	SRR1027595	SRR1027594	SRR1027593	SRR1027597	SRR1027603	SRR1027606
ENSG00000063854	HAGH	561	575	473	544	568	574	545	571	747	482	562	419	412	569	502	699
ENSG00000063978	RNF4	802	890	923	884	714	768	806	671	1068	849	794	803	803	952	895	1114
ENSG00000064012	CASP8	5	21	64	25	6	21	6	5	10	7	17	2	5	64	5	11
ENSG00000064042	LIMCH1	1841	1275	1264	1331	1534	1976	1742	1600	2176	2286	1957	1836	1778	1302	2412	2303
ENSG00000064102	INTS13	218	304	247	299	218	244	231	229	296	186	250	152	154	265	192	337
ENSG00000064115	TM7SF3	736	1049	839	1024	833	905	740	803	953	662	878	562	522	803	748	928
ENSG00000064195	DLX3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000064199	SPA17	374	424	206	443	386	352	335	407	343	88	351	113	92	217	82	355
ENSG00000064201	TSPAN32	4	13	10	15	11	16	7	11	9	9	16	1	1	15	12	9
ENSG00000064205	CCN5	0	2	0	6	2	2	0	1	1	1	1	0	1	1	2	2
ENSG00000064218	DMRT3	51	23	25	20	91	40	43	90	66	6	44	7	4	11	11	60
ENSG00000064225	ST3GAL6	179	148	105	147	143	119	161	136	172	168	132	110	129	94	172	193
ENSG00000064270	ATP2C2	20	14	1	11	4	5	8	9	7	8	4	14	10	5	15	7
ENSG00000064300	NGFR	284	61	378	65	369	1101	294	394	634	982	1140	955	1022	430	1015	615
ENSG00000064309	CDON	524	352	735	355	226	466	542	237	370	349	455	539	483	791	364	359
ENSG00000064313	TAF2	521	645	505	656	515	543	572	494	704	457	552	287	338	491	479	655
ENSG00000064393	HIPK2	3788	4319	4044	4374	3109	3578	3718	3103	4432	4439	3489	3183	3111	3900	4382	4449
ENSG00000064419	TNPO3	1460	1503	1342	1580	1100	1332	1408	1177	1953	1666	1391	1655	1664	1245	1741	1917
ENSG00000064489	BORCS8-MEF2B	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000064490	RFXANK	275	372	278	375	311	284	299	302	390	231	267	250	242	260	265	389
ENSG00000064545	TMEM161A	236	364	316	357	178	243	232	198	258	291	230	248	225	292	317	263
ENSG00000064547	LPAR2	546	737	341	716	338	422	581	338	509	1185	447	1244	1242	329	1139	504
ENSG00000064601	CTSA	394	525	516	523	354	462	375	357	462	254	459	234	216	540	266	438
ENSG00000064607	SUGP2	1897	2517	1423	2434	1596	1829	1963	1603	2289	3634	1821	3441	3610	1414	3758	2186
ENSG00000064651	SLC12A2	1168	1303	722	1260	1064	1143	1026	1033	1166	1155	1163	552	622	796	1104	1151
ENSG00000064652	SNX24	169	266	184	243	183	211	173	170	222	164	207	129	143	220	142	226
ENSG00000064655	EYA2	92	45	307	65	65	121	121	64	112	102	99	50	64	310	108	111
ENSG00000064666	CNN2	1351	1425	2500	1464	1088	1569	1372	1135	1644	1438	1569	2408	2395	2424	1525	1615
ENSG00000064687	ABCA7	282	413	214	373	241	327	328	238	264	829	332	553	538	228	883	251
ENSG00000064692	SNCAIP	870	941	986	908	719	742	905	706	1014	608	711	411	432	970	572	946
ENSG00000064703	DDX20	280	281	201	334	257	271	308	250	457	264	281	195	194	218	237	377
ENSG00000064726	BTBD1	815	1036	928	1048	940	1016	915	910	1427	985	1050	845	844	920	1001	1274
ENSG00000064763	FAR2	35	74	75	78	66	123	43	69	63	81	127	20	25	81	80	77
ENSG00000064787	BCAS1	1	4	9	8	4	4	3	5	1	6	5	3	7	9	10	0
ENSG00000064835	POU1F1	0	0	2	0	3	0	1	1	0	0	0	0	0	1	1	0
ENSG00000064886	CHI3L2	0	3	1	2	0	2	0	0	0	0	2	0	0	1	1	1
ENSG00000064932	SBNO2	252	439	307	437	231	337	283	224	284	361	316	296	283	376	352	279
ENSG00000064933	PMS1	244	360	249	320	220	267	230	201	337	203	227	202	199	231	222	301
ENSG00000064961	HMG20B	584	793	621	798	468	491	623	491	617	350	530	439	418	601	372	585
ENSG00000064989	CALCRL	64	85	80	74	63	103	53	85	149	25	80	50	44	79	27	148
ENSG00000064995	TAF11	354	401	360	426	316	351	380	324	526	382	340	431	409	318	406	469
ENSG00000064999	ANKS1A	1513	1043	796	1136	1265	1551	1538	1256	2143	2550	1601	1427	1393	782	2548	2056
ENSG00000065000	AP3D1	3072	3451	3329	3513	2677	3047	3027	2911	4037	4429	3032	3491	3392	3269	4422	3974
ENSG00000065029	ZNF76	543	650	396	677	378	485	530	386	591	829	472	702	682	373	756	584
ENSG00000065054	SLC9A3R2	158	130	584	125	185	228	160	167	171	116	259	109	113	630	109	195
ENSG00000065057	NTHL1	130	124	114	125	109	138	123	115	150	123	124	102	108	131	103	165
ENSG00000065060	UHRF1BP1	711	890	904	955	691	732	673	675	1001	1513	788	1062	1090	888	1457	1003
ENSG00000065135	GNAI3	1543	1917	1775	1993	1445	1657	1690	1442	2424	1774	1627	1723	1749	1847	1707	2440
ENSG00000065150	IPO5	3235	4776	3941	4744	2693	3199	3242	2787	4823	4201	3191	6425	6515	3964	4247	4736
ENSG00000065154	OAT	409	614	835	630	514	736	409	484	793	661	734	597	603	822	653	738
ENSG00000065183	WDR3	498	618	477	595	446	499	511	476	769	420	502	280	320	460	433	700
ENSG00000065243	PKN2	567	1025	563	976	501	533	590	467	743	501	474	425	462	588	520	722
ENSG00000065268	WDR18	524	725	594	704	491	615	558	482	672	381	623	388	412	558	388	652
ENSG00000065308	TRAM2	406	583	895	568	295	466	346	322	374	329	498	101	120	864	337	349
ENSG00000065320	NTN1	3258	2696	913	2603	4357	5332	3299	4240	4668	4565	5326	1377	1336	885	4588	4666
ENSG00000065325	GLP2R	0	0	2	1	0	0	1	0	1	0	1	0	0	6	0	1
ENSG00000065328	MCM10	189	349	130	330	97	142	163	93	214	26	167	55	60	162	30	217
ENSG00000065357	DGKA	66	183	170	152	85	96	86	64	74	174	106	84	97	155	172	62
ENSG00000065361	ERBB3	6	7	22	7	4	3	4	2	6	14	4	8	11	26	17	5
ENSG00000065371	ROPN1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000065413	ANKRD44	181	151	196	190	142	197	181	159	160	345	190	139	133	168	319	201
ENSG00000065427	KARS1	1304	1388	1326	1352	1127	1318	1339	1257	2102	1488	1260	2073	2099	1374	1450	1995
ENSG00000065457	ADAT1	300	334	247	345	233	280	321	242	294	301	308	155	180	229	321	336
ENSG00000065485	PDIA5	593	1276	780	1403	556	715	566	516	540	421	693	274	290	731	428	563
ENSG00000065491	TBC1D22B	248	304	266	267	246	285	231	249	331	271	301	271	258	257	293	352
ENSG00000065518	NDUFB4	790	705	770	706	703	796	785	696	1096	1058	802	1289	1250	805	1090	1113
ENSG00000065526	SPEN	2045	2613	1764	2521	1557	1841	2048	1643	2663	3816	1888	1867	1866	1743	3913	2631
ENSG00000065534	MYLK	55	162	944	158	45	176	57	60	78	75	188	40	43	951	62	80
ENSG00000065548	ZC3H15	937	951	926	884	754	950	913	831	1377	1185	1044	1232	1197	910	1211	1391
ENSG00000065559	MAP2K4	751	719	685	724	701	986	704	734	952	866	938	467	462	744	842	924
ENSG00000065600	PACC1	334	363	314	380	286	415	322	264	396	476	359	370	379	300	494	397
ENSG00000065609	SNAP91	669	586	383	577	824	1004	680	916	1089	1108	963	706	656	349	1064	1085
ENSG00000065613	SLK	575	930	920	956	568	663	668	559	820	832	662	573	534	902	824	789
ENSG00000065615	CYB5R4	169	172	131	197	133	155	136	109	175	45	144	54	35	106	66	172
ENSG00000065618	COL17A1	1	3	2	1	2	3	2	0	3	1	1	4	4	2	0	1
ENSG00000065621	GSTO2	17	41	30	32	46	36	17	60	85	62	44	28	27	21	49	74
ENSG00000065665	SEC61A2	609	616	566	620	653	832	627	621	887	944	821	722	710	516	899	1024
ENSG00000065675	PRKCQ	9	20	34	11	41	49	15	41	37	27	50	14	16	14	35	57
ENSG00000065717	TLE2	95	184	528	186	138	161	114	131	112	222	137	27	32	522	250	105
ENSG00000065802	ASB1	548	817	731	761	559	606	558	555	685	1062	639	617	624	780	1043	719
ENSG00000065809	FAM107B	600	724	483	722	529	566	584	491	855	443	557	269	294	492	441	860
ENSG00000065833	ME1	44	65	58	68	77	209	31	79	94	21	220	35	38	65	31	73
ENSG00000065882	TBC1D1	491	465	381	454	322	373	484	328	512	343	393	396	448	389	365	507
ENSG00000065883	CDK13	842	1071	846	1148	734	721	858	721	1152	979	807	797	750	884	1013	1100
ENSG00000065911	MTHFD2	171	441	967	414	173	280	179	190	446	486	274	838	789	951	523	407
ENSG00000065923	SLC9A7	325	488	493	525	446	1168	335	450	585	1861	1185	426	456	473	1888	520
ENSG00000065970	FOXJ2	396	562	691	624	382	470	427	400	577	619	466	476	457	646	623	564
ENSG00000065978	YBX1	5730	5690	4916	5743	5769	5767	5874	5877	8234	7621	5862	9183	9457	5057	7581	8199
ENSG00000065989	PDE4A	233	254	214	221	235	257	217	240	262	452	250	247	234	185	483	250
ENSG00000066027	PPP2R5A	122	199	239	207	126	179	124	133	201	223	212	152	154	245	205	206
ENSG00000066032	CTNNA2	1936	921	851	860	1557	1614	2025	1574	2277	3905	1592	3259	3314	920	3820	2193
ENSG00000066044	ELAVL1	1474	1707	1376	1685	1170	1471	1518	1178	1935	2037	1424	2166	2204	1372	2056	1964
ENSG00000066056	TIE1	10	8	26	10	3	22	3	3	18	20	22	57	55	16	32	24
ENSG00000066084	DIP2B	1325	1222	1082	1279	1071	1123	1284	1107	1727	1896	1209	1354	1401	1080	1761	1810
ENSG00000066117	SMARCD1	1841	1901	1201	1815	1260	1576	1751	1338	2243	2345	1611	2757	2810	1193	2506	2373
ENSG00000066135	KDM4A	663	786	571	804	562	621	660	609	856	660	676	422	456	535	695	834
ENSG00000066136	NFYC	911	801	677	885	685	789	911	700	1063	868	782	769	768	678	892	1015
ENSG00000066185	ZMYND12	2	3	6	1	8	4	4	6	4	8	6	5	5	6	6	6
ENSG00000066230	SLC9A3	41	62	44	49	31	56	35	45	42	102	41	55	40	31	126	38
ENSG00000066248	NGEF	225	773	251	767	208	276	216	246	186	162	278	53	51	266	149	181
ENSG00000066279	ASPM	359	951	495	935	146	385	336	160	488	194	354	204	188	492	198	489
ENSG00000066294	CD84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000066322	ELOVL1	180	390	395	431	251	232	197	226	251	156	246	131	120	375	178	262
ENSG00000066336	SPI1	0	0	0	0	1	0	0	1	0	0	1	2	0	2	0	0
ENSG00000066379	POLR1H	123	131	131	153	89	105	111	64	181	163	96	131	123	158	150	173
ENSG00000066382	MPPED2	827	652	549	636	691	686	855	677	927	1118	662	489	477	605	1187	925
ENSG00000066405	CLDN18	1	1	3	1	1	3	3	5	2	7	1	7	1	4	6	1
ENSG00000066422	ZBTB11	361	463	328	429	329	372	369	305	511	694	378	647	614	343	704	516
ENSG00000066427	ATXN3	294	321	217	330	301	266	296	256	423	444	237	445	417	225	418	435
ENSG00000066455	GOLGA5	548	685	815	740	617	526	547	578	1107	869	546	762	797	793	845	1047
ENSG00000066468	FGFR2	1494	490	589	533	629	1259	1441	690	1109	496	1301	705	693	568	466	1165
ENSG00000066557	LRRC40	472	440	305	457	441	513	410	398	744	310	521	180	234	333	334	685
ENSG00000066583	ISOC1	197	447	397	455	204	276	191	209	234	131	250	141	147	428	162	288
ENSG00000066629	EML1	881	969	755	943	750	895	860	658	1109	497	876	285	300	784	525	1151
ENSG00000066651	TRMT11	207	299	235	319	221	217	220	206	322	367	204	322	347	248	374	284
ENSG00000066654	THUMPD1	631	684	594	658	534	649	639	568	1016	847	590	600	577	577	734	1031
ENSG00000066697	MSANTD3	332	425	373	438	350	349	376	328	599	421	350	516	537	343	460	548
ENSG00000066735	KIF26A	671	820	585	836	602	563	750	627	855	1622	579	768	799	604	1643	841
ENSG00000066739	ATG2B	444	603	516	577	449	530	476	398	615	1090	510	674	709	541	1091	658
ENSG00000066777	ARFGEF1	906	983	830	904	780	1055	840	807	1153	951	1026	763	813	869	982	1151
ENSG00000066813	ACSM2B	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000066827	ZFAT	140	156	95	166	113	131	144	139	164	116	110	104	116	115	118	183
ENSG00000066855	MTFR1	196	246	190	199	159	203	188	141	320	183	187	266	249	168	226	303
ENSG00000066923	STAG3	144	167	62	169	109	122	148	143	182	217	111	183	164	85	205	169
ENSG00000066926	FECH	196	266	332	269	193	268	219	182	203	160	290	97	88	322	168	201
ENSG00000066933	MYO9A	573	680	744	700	546	657	642	554	850	1026	589	615	672	803	1009	857
ENSG00000067048	DDX3Y	1009	1616	1	1620	914	0	1073	978	1454	0	3	1817	1824	1	0	1514
ENSG00000067057	PFKP	2646	2546	2094	2505	2448	2431	2684	2450	2408	1438	2424	834	879	2092	1514	2391
ENSG00000067064	IDI1	1041	964	864	977	918	1123	977	979	1790	1540	1123	2183	2260	803	1599	1698
ENSG00000067066	SP100	2	9	37	5	3	10	1	2	4	4	4	2	1	28	3	8
ENSG00000067082	KLF6	890	724	756	745	692	798	872	631	1082	1749	823	2413	2425	703	1831	1195
ENSG00000067113	PLPP1	153	152	297	168	97	207	180	131	185	138	234	133	114	282	155	182
ENSG00000067141	NEO1	2917	3333	2869	3385	2977	4085	2913	2948	3418	5780	4081	4058	4176	2866	6030	3488
ENSG00000067167	TRAM1	984	1366	1720	1417	898	1161	935	898	1582	808	1065	819	939	1736	759	1506
ENSG00000067177	PHKA1	70	184	210	178	100	135	67	116	145	190	123	104	105	173	206	140
ENSG00000067182	TNFRSF1A	366	427	743	469	251	477	339	270	357	333	485	248	249	722	361	351
ENSG00000067191	CACNB1	531	456	326	462	547	682	533	507	763	1136	657	617	595	341	1040	719
ENSG00000067208	EVI5	385	673	453	681	413	435	377	422	535	420	463	210	245	486	452	479
ENSG00000067221	STOML1	304	238	244	255	297	326	299	357	454	361	350	129	135	255	360	466
ENSG00000067225	PKM	20749	23910	21540	24136	17932	20460	20855	17903	23299	11415	20631	11490	11536	21460	11315	23099
ENSG00000067248	DHX29	455	485	441	499	387	484	440	402	672	431	441	370	417	454	496	650
ENSG00000067334	DNTTIP2	716	733	600	712	610	804	725	641	1167	642	759	456	478	602	651	1121
ENSG00000067365	METTL22	238	277	187	262	185	223	233	164	356	645	216	484	505	193	617	327
ENSG00000067369	TP53BP1	2233	2895	1888	2932	1976	2195	2158	2052	2841	2631	2253	1911	1854	1831	2705	2975
ENSG00000067445	TRO	1881	2470	2002	2350	1792	1907	1845	1733	2273	4316	1859	2841	2895	1884	4339	2202
ENSG00000067533	RRP15	253	339	223	298	241	304	243	233	359	200	297	99	125	231	177	402
ENSG00000067560	RHOA	3623	5297	5213	5354	3272	3600	3500	3289	4622	2863	3754	3095	3099	5137	2910	4683
ENSG00000067596	DHX8	713	905	712	944	592	686	742	626	957	677	696	484	463	720	744	974
ENSG00000067601	PMS2P4	21	17	18	7	24	15	15	25	16	25	21	16	24	19	28	15
ENSG00000067606	PRKCZ	397	385	288	343	386	445	377	387	431	564	414	349	354	292	592	451
ENSG00000067646	ZFY	138	182	0	168	137	0	145	123	175	1	0	101	85	0	0	190
ENSG00000067704	IARS2	1113	1488	1200	1526	1096	1143	1163	1087	1613	916	1213	592	667	1307	862	1576
ENSG00000067715	SYT1	2332	3883	2444	3926	2505	2262	2316	2510	3354	4805	2303	3033	3120	2417	4769	3341
ENSG00000067798	NAV3	465	687	646	665	624	457	487	647	724	1166	472	823	796	666	1144	733
ENSG00000067829	IDH3G	871	985	954	984	727	891	870	727	1056	1149	882	1078	1074	1024	1188	1073
ENSG00000067836	ROGDI	306	273	189	311	321	319	350	341	395	323	320	262	253	193	350	418
ENSG00000067840	PDZD4	3889	3267	1727	3262	3143	3167	3978	3164	3919	6966	3170	5368	5525	1767	7114	3985
ENSG00000067842	ATP2B3	194	112	128	98	226	299	222	209	249	278	268	72	89	119	298	285
ENSG00000067900	ROCK1	509	808	715	834	427	552	504	402	670	738	513	615	640	662	791	671
ENSG00000067955	CBFB	315	544	507	557	316	444	335	306	485	343	445	296	337	496	331	449
ENSG00000067992	PDK3	158	218	386	221	134	266	146	144	224	150	309	60	84	392	137	196
ENSG00000068001	HYAL2	677	733	639	755	511	658	682	512	759	524	606	325	304	611	532	730
ENSG00000068024	HDAC4	624	790	604	766	480	563	606	438	673	783	579	508	511	539	766	711
ENSG00000068028	RASSF1	234	249	288	256	213	239	243	190	426	594	234	679	713	282	615	386
ENSG00000068078	FGFR3	2637	1997	1305	1882	2134	2149	2759	2174	3341	8940	2227	4294	4251	1332	8946	3292
ENSG00000068079	IFI35	26	48	61	65	37	47	32	34	42	24	29	13	8	40	28	34
ENSG00000068097	HEATR6	402	523	383	519	324	430	404	349	506	503	451	403	413	388	539	476
ENSG00000068120	COASY	662	896	656	862	614	692	681	645	1029	1274	679	1039	1015	724	1231	963
ENSG00000068137	PLEKHH3	329	312	347	295	248	341	326	273	442	712	345	841	837	370	731	454
ENSG00000068305	MEF2A	394	389	454	463	349	421	398	342	540	586	463	344	369	416	539	517
ENSG00000068308	OTUD5	1221	1357	1188	1308	1019	1139	1127	1126	1437	1577	1100	1282	1253	1116	1478	1368
ENSG00000068323	TFE3	672	896	866	955	581	807	668	659	892	1621	837	1276	1331	897	1632	885
ENSG00000068354	TBC1D25	330	325	292	318	339	368	335	341	460	642	370	469	529	323	630	510
ENSG00000068366	ACSL4	785	758	1003	720	911	2180	831	867	1356	2821	2280	1564	1667	1088	2768	1446
ENSG00000068383	INPP5A	446	533	596	542	507	728	512	510	705	597	710	396	387	632	599	673
ENSG00000068394	GPKOW	364	454	301	398	335	308	383	321	460	352	338	291	302	302	299	493
ENSG00000068400	GRIPAP1	971	1200	646	1218	910	988	982	928	1077	1782	1000	1404	1357	658	1879	1137
ENSG00000068438	FTSJ1	421	422	405	385	383	476	423	353	642	552	411	455	462	379	539	707
ENSG00000068489	PRR11	217	253	250	264	195	267	221	150	315	188	229	329	330	271	196	313
ENSG00000068615	REEP1	1350	954	680	972	1459	2034	1442	1492	2175	1443	2013	815	796	711	1431	2169
ENSG00000068650	ATP11A	482	815	549	847	416	589	450	416	639	903	605	412	434	558	887	619
ENSG00000068654	POLR1A	642	837	737	832	682	850	642	678	1038	669	816	316	268	794	668	1014
ENSG00000068697	LAPTM4A	1154	2063	3150	2127	1104	1486	1171	1073	1837	1474	1471	1092	1131	3182	1404	1844
ENSG00000068724	TTC7A	297	327	219	316	225	188	231	217	270	323	192	210	195	197	316	284
ENSG00000068745	IP6K2	2043	2012	1575	2017	1648	1751	1988	1690	2342	4029	1721	3479	3494	1598	3996	2297
ENSG00000068781	STON1-GTF2A1L	1	4	13	2	2	4	6	5	6	1	4	0	0	12	0	0
ENSG00000068784	SRBD1	298	331	312	384	294	302	279	310	406	149	328	149	175	330	155	378
ENSG00000068796	KIF2A	1285	1385	1136	1342	1214	1416	1234	1172	1774	1890	1451	1770	1700	1062	1983	1811
ENSG00000068831	RASGRP2	132	95	41	73	126	138	149	134	136	197	140	115	129	36	215	94
ENSG00000068878	PSME4	798	1019	756	1024	600	802	767	693	1190	1112	823	890	876	759	1004	1173
ENSG00000068885	IFT80	239	362	248	439	291	228	213	235	340	101	216	95	93	215	109	330
ENSG00000068903	SIRT2	674	736	884	813	793	823	700	747	1031	1148	815	887	941	889	1211	982
ENSG00000068912	ERLEC1	666	813	794	784	667	721	669	670	1015	776	754	511	564	790	769	1029
ENSG00000068971	PPP2R5B	918	740	712	747	974	1185	907	1057	1389	2068	1161	1287	1344	717	2131	1351
ENSG00000068976	PYGM	237	124	123	135	329	287	258	324	169	75	270	201	205	133	96	166
ENSG00000068985	PAGE1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000069011	PITX1	0	1	900	0	0	6	0	0	3	0	4	2	1	911	1	0
ENSG00000069018	TRPC7	5	3	4	2	5	1	4	8	7	2	0	0	0	6	4	8
ENSG00000069020	MAST4	109	134	191	171	211	281	121	198	282	470	264	89	102	189	464	229
ENSG00000069122	ADGRF5	0	5	1	4	0	0	0	0	1	0	1	0	1	0	0	0
ENSG00000069188	SDK2	2199	3228	2249	3049	1495	2016	2257	1514	2115	2726	2134	1724	1767	2205	2735	2102
ENSG00000069206	ADAM7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000069248	NUP133	1064	1105	927	1167	844	1020	963	887	1334	844	1060	808	802	873	844	1287
ENSG00000069275	NUCKS1	6710	9484	7581	9468	5697	6989	6807	5736	9415	9360	6847	8115	8110	7647	9584	9270
ENSG00000069329	VPS35	1562	2005	1506	1957	1609	1930	1609	1589	2401	1364	1941	1054	1028	1459	1395	2388
ENSG00000069345	DNAJA2	1278	1392	1142	1426	1297	1455	1346	1240	1920	1942	1487	2065	2245	1149	1862	1841
ENSG00000069399	BCL3	60	94	157	87	44	53	54	40	52	129	55	117	117	195	126	34
ENSG00000069424	KCNAB2	292	318	206	285	285	320	286	287	326	535	332	297	285	193	593	313
ENSG00000069431	ABCC9	102	146	214	143	119	139	111	111	133	145	139	81	81	220	160	149
ENSG00000069482	GAL	9	32	22	34	21	31	9	26	14	25	37	13	15	26	22	20
ENSG00000069493	CLEC2D	24	60	41	61	13	19	17	18	29	20	28	48	40	54	31	32
ENSG00000069509	FUNDC1	221	231	197	240	203	411	219	199	341	344	441	160	159	220	348	304
ENSG00000069535	MAOB	118	235	56	249	203	445	126	191	114	112	421	39	34	57	93	108
ENSG00000069667	RORA	169	207	318	197	216	188	161	200	248	249	150	160	151	326	258	254
ENSG00000069696	DRD4	54	40	27	37	38	25	55	33	52	140	32	77	96	14	104	49
ENSG00000069702	TGFBR3	123	121	405	128	80	116	118	100	104	123	120	201	186	378	136	121
ENSG00000069764	PLA2G10	4	2	4	5	6	6	3	3	6	11	3	10	11	4	14	6
ENSG00000069812	HES2	16	14	37	12	3	16	16	8	9	16	12	9	15	41	15	6
ENSG00000069849	ATP1B3	1499	1726	1291	1814	1229	1494	1546	1240	1879	1826	1403	1431	1388	1332	1781	1879
ENSG00000069869	NEDD4	92	230	223	225	103	140	89	90	159	240	162	123	128	219	251	155
ENSG00000069943	PIGB	49	53	49	57	24	43	35	29	29	35	44	39	40	61	35	44
ENSG00000069956	MAPK6	1735	1400	1151	1298	1457	1865	1619	1462	2295	2615	1891	3150	3378	1159	2716	2368
ENSG00000069966	GNB5	480	507	554	463	482	549	461	529	528	643	564	510	488	478	684	559
ENSG00000069974	RAB27A	22	72	93	44	29	43	11	24	17	22	32	32	32	94	25	18
ENSG00000069998	HDHD5	657	712	858	701	595	706	669	558	1016	412	693	337	357	834	430	905
ENSG00000070010	UFD1	381	536	441	545	339	384	421	342	552	886	391	641	645	406	864	490
ENSG00000070018	LRP6	883	1322	1170	1316	656	740	872	652	1072	1556	812	1447	1421	1248	1648	1035
ENSG00000070019	GUCY2C	0	0	1	0	0	1	0	2	0	0	0	2	0	0	1	0
ENSG00000070031	SCT	2	0	0	2	0	0	2	2	1	5	3	9	5	1	9	2
ENSG00000070047	PHRF1	594	960	634	928	588	591	616	599	869	653	638	599	633	586	685	832
ENSG00000070061	ELP1	1037	1238	973	1259	840	1103	1069	873	1364	1400	1004	1002	1002	985	1469	1333
ENSG00000070081	NUCB2	542	685	1075	699	522	696	541	533	897	470	740	407	368	1096	487	946
ENSG00000070087	PFN2	6114	5951	5165	6016	5711	7130	6259	5807	8363	7258	7402	5765	5548	5152	7144	8231
ENSG00000070159	PTPN3	31	64	40	65	33	72	31	31	36	31	65	9	8	50	30	34
ENSG00000070182	SPTB	74	60	63	76	138	179	63	133	120	170	193	26	25	63	172	101
ENSG00000070190	DAPP1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	2
ENSG00000070193	FGF10	3	17	21	11	21	17	4	14	13	10	23	7	5	20	10	19
ENSG00000070214	SLC44A1	634	1547	1188	1531	780	792	677	817	947	827	749	546	513	1311	841	943
ENSG00000070269	TMEM260	194	252	216	253	148	189	198	150	240	195	168	180	156	193	183	211
ENSG00000070366	SMG6	593	683	651	679	514	570	594	522	742	574	620	506	552	677	651	735
ENSG00000070367	EXOC5	1114	1229	909	1274	990	1103	1155	1033	1731	1215	1137	1021	1025	973	1157	1655
ENSG00000070371	CLTCL1	171	177	131	191	150	210	130	153	176	181	163	117	153	139	184	161
ENSG00000070388	FGF22	3	10	7	15	8	5	7	7	2	5	6	2	4	7	6	7
ENSG00000070404	FSTL3	133	215	219	242	132	167	119	119	166	189	144	167	131	206	177	139
ENSG00000070413	DGCR2	2390	2610	2056	2601	1951	2378	2362	2056	2797	2629	2489	1842	1958	2093	2662	2741
ENSG00000070423	RNF126	527	495	489	525	415	498	507	440	700	531	510	579	570	499	509	698
ENSG00000070444	MNT	501	580	484	498	404	510	477	451	640	1183	481	805	905	485	1136	580
ENSG00000070476	ZXDC	438	538	409	514	367	391	382	328	492	763	409	597	596	397	765	519
ENSG00000070495	JMJD6	507	458	435	447	454	519	493	482	924	989	517	1134	1156	504	1062	888
ENSG00000070501	POLB	343	316	273	309	342	352	353	344	535	405	327	496	466	281	462	581
ENSG00000070526	ST6GALNAC1	0	0	1	0	0	0	0	0	0	3	3	0	0	1	0	0
ENSG00000070540	WIPI1	93	161	318	180	97	134	100	92	136	178	149	185	192	310	185	134
ENSG00000070601	FRMPD1	25	33	28	23	17	29	21	31	16	13	38	1	4	18	12	13
ENSG00000070610	GBA2	847	1021	716	982	745	844	924	771	1054	1359	803	1148	1050	766	1328	998
ENSG00000070614	NDST1	2017	2141	2293	2220	1756	2339	1950	1762	2464	2457	2276	1361	1352	2297	2479	2507
ENSG00000070669	ASNS	16	27	40	37	23	28	12	10	19	272	19	132	131	33	263	29
ENSG00000070718	AP3M2	839	953	765	1017	782	834	820	773	1000	737	884	318	345	742	724	988
ENSG00000070729	CNGB1	26	116	52	115	31	46	48	25	74	338	37	117	140	57	312	73
ENSG00000070731	ST6GALNAC2	6	11	2	10	12	8	7	10	8	8	11	1	1	4	3	5
ENSG00000070748	CHAT	8	7	5	11	21	42	10	23	20	75	46	39	48	1	76	25
ENSG00000070756	PABPC1	6651	9664	10899	9911	5615	6833	6668	5661	9437	10445	6844	13567	14057	10925	10514	9271
ENSG00000070759	TESK2	19	19	39	34	12	14	20	18	17	32	13	44	44	36	36	27
ENSG00000070761	CFAP20	688	712	625	670	526	619	649	565	950	762	634	762	730	575	697	981
ENSG00000070770	CSNK2A2	849	1058	1089	1134	694	876	846	704	1186	1092	866	1464	1580	1044	1091	1243
ENSG00000070778	PTPN21	465	597	380	596	367	397	420	384	580	294	378	249	241	433	298	531
ENSG00000070785	EIF2B3	300	313	294	282	306	365	294	266	490	355	401	314	345	308	315	522
ENSG00000070808	CAMK2A	172	229	97	241	235	200	173	243	234	685	245	151	157	119	734	223
ENSG00000070814	TCOF1	709	916	693	939	615	657	712	646	916	694	708	646	665	657	690	879
ENSG00000070831	CDC42	467	370	243	363	616	744	498	676	1057	1150	769	833	846	278	1068	949
ENSG00000070882	OSBPL3	95	201	200	215	95	122	102	97	87	117	87	60	65	196	138	97
ENSG00000070886	EPHA8	53	25	32	18	59	100	73	53	54	134	90	121	119	20	145	45
ENSG00000070915	SLC12A3	1	2	0	1	0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000070950	RAD18	172	222	161	210	134	159	152	128	240	119	159	133	132	148	121	248
ENSG00000070961	ATP2B1	2163	1688	1568	1816	2332	3013	2175	2376	3034	3809	3049	2023	2045	1602	3930	3163
ENSG00000070985	TRPM5	0	2	1	3	3	2	1	0	2	1	4	1	4	4	4	2
